Timestamp,ProcessCommandLine,FileName,FolderPath,SHA256
"Jun 16, 2025 12:02:21 AM",powershell.exe  -NoProfile -NonInteractive -ExecutionPolicy RemoteSigned -File C:\Packages\Plugins\Microsoft.GuestConfiguration.ConfigurationforWindows\1.29.92.0\bin\enable.ps1 -StartAsyncProcess ,powershell.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,9785001b0dcf755eddb8af294a373c0b87b2498660f724e76c4d53f9c217c7a3
"Jun 16, 2025 12:13:07 AM","powershell.exe -ExecutionPolicy AllSigned -NoProfile -NonInteractive -Command ""& {$OutputEncoding = [Console]::OutputEncoding =[System.Text.Encoding]::UTF8;$scriptFileStream = [System.IO.File]::Open('C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8799.13010684.0.13010684-44df2f8b8ed4b8bf86a33a19f943b8cbdd19f110\046a3caf-d9ec-4da6-a32a-fb148992596b.ps1', [System.IO.FileMode]::Open, [System.IO.FileAccess]::Read, [System.IO.FileShare]::Read);$calculatedHash = Microsoft.PowerShell.Utility\Get-FileHash 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8799.13010684.0.13010684-44df2f8b8ed4b8bf86a33a19f943b8cbdd19f110\046a3caf-d9ec-4da6-a32a-fb148992596b.ps1' -Algorithm SHA256;if (!($calculatedHash.Hash -eq '420e8a8811873976aabed8aa7ac35735813707b91ab52e2f74f24d45dcb751eb')) { exit 323;}; . 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8799.13010684.0.13010684-44df2f8b8ed4b8bf86a33a19f943b8cbdd19f110\046a3caf-d9ec-4da6-a32a-fb148992596b.ps1' }""",powershell.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,9785001b0dcf755eddb8af294a373c0b87b2498660f724e76c4d53f9c217c7a3
"Jun 16, 2025 12:22:58 AM","powershell.exe -ExecutionPolicy AllSigned -NoProfile -NonInteractive -Command ""& {$OutputEncoding = [Console]::OutputEncoding =[System.Text.Encoding]::UTF8;$scriptFileStream = [System.IO.File]::Open('C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8799.13010684.0.13010684-44df2f8b8ed4b8bf86a33a19f943b8cbdd19f110\a391f42c-7e1a-4611-8494-1817d2420e09.ps1', [System.IO.FileMode]::Open, [System.IO.FileAccess]::Read, [System.IO.FileShare]::Read);$calculatedHash = Microsoft.PowerShell.Utility\Get-FileHash 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8799.13010684.0.13010684-44df2f8b8ed4b8bf86a33a19f943b8cbdd19f110\a391f42c-7e1a-4611-8494-1817d2420e09.ps1' -Algorithm SHA256;if (!($calculatedHash.Hash -eq '44a721ee87a398f80fccb45ed39e75c0ee27dbe127c4117de8b65e82aa6570c1')) { exit 323;}; . 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8799.13010684.0.13010684-44df2f8b8ed4b8bf86a33a19f943b8cbdd19f110\a391f42c-7e1a-4611-8494-1817d2420e09.ps1' }""",powershell.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,9785001b0dcf755eddb8af294a373c0b87b2498660f724e76c4d53f9c217c7a3
"Jun 16, 2025 12:26:07 AM","powershell.exe -ExecutionPolicy AllSigned -NoProfile -NonInteractive -Command ""& {$OutputEncoding = [Console]::OutputEncoding =[System.Text.Encoding]::UTF8;$scriptFileStream = [System.IO.File]::Open('C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8799.13010684.0.13010684-44df2f8b8ed4b8bf86a33a19f943b8cbdd19f110\211ef051-ecf9-4b99-9eed-76e45a831a19.ps1', [System.IO.FileMode]::Open, [System.IO.FileAccess]::Read, [System.IO.FileShare]::Read);$calculatedHash = Microsoft.PowerShell.Utility\Get-FileHash 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8799.13010684.0.13010684-44df2f8b8ed4b8bf86a33a19f943b8cbdd19f110\211ef051-ecf9-4b99-9eed-76e45a831a19.ps1' -Algorithm SHA256;if (!($calculatedHash.Hash -eq '9bba0ac96267c73775647edbd390867424ce69bf2bc4475c12304374eec6a461')) { exit 323;}; . 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8799.13010684.0.13010684-44df2f8b8ed4b8bf86a33a19f943b8cbdd19f110\211ef051-ecf9-4b99-9eed-76e45a831a19.ps1' }""",powershell.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,9785001b0dcf755eddb8af294a373c0b87b2498660f724e76c4d53f9c217c7a3
"Jun 16, 2025 12:58:45 AM","powershell.exe -ExecutionPolicy AllSigned -NoProfile -NonInteractive -Command ""& {$OutputEncoding = [Console]::OutputEncoding =[System.Text.Encoding]::UTF8;$scriptFileStream = [System.IO.File]::Open('C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8799.13010684.0.13010684-44df2f8b8ed4b8bf86a33a19f943b8cbdd19f110\1648ba23-91bf-4822-bd45-661d10a1ea81.ps1', [System.IO.FileMode]::Open, [System.IO.FileAccess]::Read, [System.IO.FileShare]::Read);$calculatedHash = Microsoft.PowerShell.Utility\Get-FileHash 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8799.13010684.0.13010684-44df2f8b8ed4b8bf86a33a19f943b8cbdd19f110\1648ba23-91bf-4822-bd45-661d10a1ea81.ps1' -Algorithm SHA256;if (!($calculatedHash.Hash -eq '7f77a0c3c469abc006cb762cbe047417374e5729e73608ddf4d729fead6644d3')) { exit 323;}; . 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8799.13010684.0.13010684-44df2f8b8ed4b8bf86a33a19f943b8cbdd19f110\1648ba23-91bf-4822-bd45-661d10a1ea81.ps1' }""",powershell.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,9785001b0dcf755eddb8af294a373c0b87b2498660f724e76c4d53f9c217c7a3
"Jun 16, 2025 1:02:18 AM",powershell.exe  -NoProfile -NonInteractive -ExecutionPolicy RemoteSigned -File C:\Packages\Plugins\Microsoft.GuestConfiguration.ConfigurationforWindows\1.29.92.0\bin\enable.ps1 -StartAsyncProcess ,powershell.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,9785001b0dcf755eddb8af294a373c0b87b2498660f724e76c4d53f9c217c7a3
"Jun 16, 2025 1:05:25 AM","powershell.exe -ExecutionPolicy AllSigned -NoProfile -NonInteractive -Command ""& {$OutputEncoding = [Console]::OutputEncoding =[System.Text.Encoding]::UTF8;$scriptFileStream = [System.IO.File]::Open('C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8799.13010684.0.13010684-44df2f8b8ed4b8bf86a33a19f943b8cbdd19f110\9e137068-a631-45e6-81aa-4adda242796e.ps1', [System.IO.FileMode]::Open, [System.IO.FileAccess]::Read, [System.IO.FileShare]::Read);$calculatedHash = Microsoft.PowerShell.Utility\Get-FileHash 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8799.13010684.0.13010684-44df2f8b8ed4b8bf86a33a19f943b8cbdd19f110\9e137068-a631-45e6-81aa-4adda242796e.ps1' -Algorithm SHA256;if (!($calculatedHash.Hash -eq '9cb71f70f9eabd58bb1f9dbb841dd4c71ba2fb3d2180b2f958875dc9eeadecd5')) { exit 323;}; . 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8799.13010684.0.13010684-44df2f8b8ed4b8bf86a33a19f943b8cbdd19f110\9e137068-a631-45e6-81aa-4adda242796e.ps1' }""",powershell.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,9785001b0dcf755eddb8af294a373c0b87b2498660f724e76c4d53f9c217c7a3
"Jun 16, 2025 1:23:36 AM","powershell.exe -ExecutionPolicy AllSigned -NoProfile -NonInteractive -Command ""& {$OutputEncoding = [Console]::OutputEncoding =[System.Text.Encoding]::UTF8;$scriptFileStream = [System.IO.File]::Open('C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8799.13010684.0.13010684-44df2f8b8ed4b8bf86a33a19f943b8cbdd19f110\08cabb5a-a9a4-4758-9e93-28d5bdfa77ef.ps1', [System.IO.FileMode]::Open, [System.IO.FileAccess]::Read, [System.IO.FileShare]::Read);$calculatedHash = Microsoft.PowerShell.Utility\Get-FileHash 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8799.13010684.0.13010684-44df2f8b8ed4b8bf86a33a19f943b8cbdd19f110\08cabb5a-a9a4-4758-9e93-28d5bdfa77ef.ps1' -Algorithm SHA256;if (!($calculatedHash.Hash -eq '5d2ed9ace3799faea1f7d1ce6b372b1b1549c2ef568f269e0da3c49bb70831f5')) { exit 323;}; . 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8799.13010684.0.13010684-44df2f8b8ed4b8bf86a33a19f943b8cbdd19f110\08cabb5a-a9a4-4758-9e93-28d5bdfa77ef.ps1' }""",powershell.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,9785001b0dcf755eddb8af294a373c0b87b2498660f724e76c4d53f9c217c7a3
"Jun 16, 2025 1:55:04 AM","powershell.exe -ExecutionPolicy AllSigned -NoProfile -NonInteractive -Command ""& {$OutputEncoding = [Console]::OutputEncoding =[System.Text.Encoding]::UTF8;$scriptFileStream = [System.IO.File]::Open('C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8799.13010684.0.13010684-44df2f8b8ed4b8bf86a33a19f943b8cbdd19f110\cb7aec68-dfca-4632-88ad-5b019cb0957d.ps1', [System.IO.FileMode]::Open, [System.IO.FileAccess]::Read, [System.IO.FileShare]::Read);$calculatedHash = Microsoft.PowerShell.Utility\Get-FileHash 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8799.13010684.0.13010684-44df2f8b8ed4b8bf86a33a19f943b8cbdd19f110\cb7aec68-dfca-4632-88ad-5b019cb0957d.ps1' -Algorithm SHA256;if (!($calculatedHash.Hash -eq '97fc9d41881a756dcda3fbb86c79e56b1073dfdfb9905d14d7637b08b758721d')) { exit 323;}; . 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8799.13010684.0.13010684-44df2f8b8ed4b8bf86a33a19f943b8cbdd19f110\cb7aec68-dfca-4632-88ad-5b019cb0957d.ps1' }""",powershell.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,9785001b0dcf755eddb8af294a373c0b87b2498660f724e76c4d53f9c217c7a3
"Jun 16, 2025 2:09:04 AM","powershell.exe -ExecutionPolicy AllSigned -NoProfile -NonInteractive -Command ""& {$OutputEncoding = [Console]::OutputEncoding =[System.Text.Encoding]::UTF8;$scriptFileStream = [System.IO.File]::Open('C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8799.13010684.0.13010684-44df2f8b8ed4b8bf86a33a19f943b8cbdd19f110\0e3d6d2d-06cc-486d-9465-9ef3bee75444.ps1', [System.IO.FileMode]::Open, [System.IO.FileAccess]::Read, [System.IO.FileShare]::Read);$calculatedHash = Microsoft.PowerShell.Utility\Get-FileHash 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8799.13010684.0.13010684-44df2f8b8ed4b8bf86a33a19f943b8cbdd19f110\0e3d6d2d-06cc-486d-9465-9ef3bee75444.ps1' -Algorithm SHA256;if (!($calculatedHash.Hash -eq 'a82c6e6a6ea7e12ad7b6f4d282fb14e9d9aa670967295438b00498fd214d65e3')) { exit 323;}; . 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8799.13010684.0.13010684-44df2f8b8ed4b8bf86a33a19f943b8cbdd19f110\0e3d6d2d-06cc-486d-9465-9ef3bee75444.ps1' }""",powershell.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,9785001b0dcf755eddb8af294a373c0b87b2498660f724e76c4d53f9c217c7a3
